Date,Branch,Product,Qty,Sales,Month,Week,Weekday,Weekend,Branch_encoded,Product_encoded,month,day,dayofweek,is_weekend,week,year,Forecast_Sales
2020-01-24,Main Branch,Barfi,40.0,8360.0,January,4,4.0,Weekday,1.0,0.0,1,24,4.0,0.0,4,2020,7232.319976190475
2020-01-25,City Center,Barfi,45.0,11655.0,January,4,5.0,Weekend,0.0,0.0,1,25,5.0,1.0,4,2020,12067.987809523813
2020-01-25,North Side,Barfi,47.0,15228.0,January,4,5.0,Weekend,2.0,0.0,1,25,5.0,1.0,4,2020,12067.987809523813
2020-01-25,Main Branch,Barfi,48.0,10368.0,January,4,5.0,Weekend,1.0,0.0,1,25,5.0,1.0,4,2020,12067.987809523813
2020-01-26,North Side,Barfi,53.0,13727.0,January,4,6.0,Weekend,2.0,0.0,1,26,6.0,1.0,4,2020,11326.638511904763
2020-01-26,City Center,Barfi,68.0,10404.0,January,4,6.0,Weekend,0.0,0.0,1,26,6.0,1.0,4,2020,11326.638511904763
2020-01-26,Main Branch,Barfi,39.0,9750.0,January,4,6.0,Weekend,1.0,0.0,1,26,6.0,1.0,4,2020,11326.638511904763
2020-01-27,North Side,Barfi,50.0,9700.0,January,5,0.0,Weekday,2.0,0.0,1,27,0.0,0.0,5,2020,10768.453111111114
2020-01-27,City Center,Barfi,36.0,11916.0,January,5,0.0,Weekday,0.0,0.0,1,27,0.0,0.0,5,2020,10768.453111111114
2020-01-27,Main Branch,Barfi,39.0,10608.0,January,5,0.0,Weekday,1.0,0.0,1,27,0.0,0.0,5,2020,10768.453111111114
2020-01-28,North Side,Barfi,42.0,10458.0,January,5,1.0,Weekday,2.0,0.0,1,28,1.0,0.0,5,2020,10205.295476190477
2020-01-28,City Center,Barfi,38.0,10146.0,January,5,1.0,Weekday,0.0,0.0,1,28,1.0,0.0,5,2020,10205.295476190477
2020-01-28,Main Branch,Barfi,45.0,10305.0,January,5,1.0,Weekday,1.0,0.0,1,28,1.0,0.0,5,2020,10205.295476190477
2020-01-29,City Center,Barfi,47.0,10998.0,January,5,2.0,Weekday,0.0,0.0,1,29,2.0,0.0,5,2020,7261.4359523809535
2020-01-29,North Side,Barfi,19.0,3553.0,January,5,2.0,Weekday,2.0,0.0,1,29,2.0,0.0,5,2020,7261.4359523809535
2020-01-29,Main Branch,Barfi,33.0,6633.0,January,5,2.0,Weekday,1.0,0.0,1,29,2.0,0.0,5,2020,7261.4359523809535
2020-01-30,North Side,Barfi,16.0,3040.0,January,5,3.0,Weekday,2.0,0.0,1,30,3.0,0.0,5,2020,6401.139559523811
2020-01-30,City Center,Barfi,45.0,11385.0,January,5,3.0,Weekday,0.0,0.0,1,30,3.0,0.0,5,2020,6401.139559523811
2020-01-30,Main Branch,Barfi,35.0,5600.0,January,5,3.0,Weekday,1.0,0.0,1,30,3.0,0.0,5,2020,6401.139559523811
2020-01-31,City Center,Barfi,44.0,13992.0,January,5,4.0,Weekday,0.0,0.0,1,31,4.0,0.0,5,2020,10791.7695
2020-01-31,North Side,Barfi,39.0,8853.0,January,5,4.0,Weekday,2.0,0.0,1,31,4.0,0.0,5,2020,10791.7695
2020-01-31,Main Branch,Barfi,46.0,10166.0,January,5,4.0,Weekday,1.0,0.0,1,31,4.0,0.0,5,2020,10791.7695
2020-02-01,City Center,Barfi,63.0,20412.0,February,5,5.0,Weekend,0.0,0.0,2,1,5.0,1.0,5,2020,15673.015761904766
2020-02-01,North Side,Barfi,38.0,12616.0,February,5,5.0,Weekend,2.0,0.0,2,1,5.0,1.0,5,2020,15673.015761904766
2020-02-01,Main Branch,Barfi,49.0,14112.0,February,5,5.0,Weekend,1.0,0.0,2,1,5.0,1.0,5,2020,15673.015761904766
2020-02-02,North Side,Barfi,47.0,13113.0,February,5,6.0,Weekend,2.0,0.0,2,2,6.0,1.0,5,2020,16721.628249999998
2020-02-02,City Center,Barfi,74.0,25826.0,February,5,6.0,Weekend,0.0,0.0,2,2,6.0,1.0,5,2020,16721.628249999998
2020-02-02,Main Branch,Barfi,49.0,12152.0,February,5,6.0,Weekend,1.0,0.0,2,2,6.0,1.0,5,2020,16721.628249999998
2020-02-03,North Side,Barfi,42.0,11088.0,February,6,0.0,Weekday,2.0,0.0,2,3,0.0,0.0,6,2020,9049.751333333334
2020-02-03,City Center,Barfi,50.0,8150.0,February,6,0.0,Weekday,0.0,0.0,2,3,0.0,0.0,6,2020,9049.751333333334
2020-02-03,Main Branch,Barfi,41.0,6724.0,February,6,0.0,Weekday,1.0,0.0,2,3,0.0,0.0,6,2020,9049.751333333334
2020-02-04,City Center,Barfi,15.0,4005.0,February,6,1.0,Weekday,0.0,0.0,2,4,1.0,0.0,6,2020,6560.625119047618
2020-02-04,North Side,Barfi,27.0,6048.0,February,6,1.0,Weekday,2.0,0.0,2,4,1.0,0.0,6,2020,6560.625119047618
2020-02-04,Main Branch,Barfi,28.0,9380.0,February,6,1.0,Weekday,1.0,0.0,2,4,1.0,0.0,6,2020,6560.625119047618
2020-02-05,City Center,Barfi,29.0,8439.0,February,6,2.0,Weekday,0.0,0.0,2,5,2.0,0.0,6,2020,8980.348285714288
2020-02-05,North Side,Barfi,29.0,10121.0,February,6,2.0,Weekday,2.0,0.0,2,5,2.0,0.0,6,2020,8980.348285714288
2020-02-05,Main Branch,Barfi,50.0,8750.0,February,6,2.0,Weekday,1.0,0.0,2,5,2.0,0.0,6,2020,8980.348285714288
2020-02-06,North Side,Barfi,47.0,15933.0,February,6,3.0,Weekday,2.0,0.0,2,6,3.0,0.0,6,2020,9572.264238095238
2020-02-06,City Center,Barfi,29.0,7569.0,February,6,3.0,Weekday,0.0,0.0,2,6,3.0,0.0,6,2020,9572.264238095238
2020-02-06,Main Branch,Barfi,24.0,4104.0,February,6,3.0,Weekday,1.0,0.0,2,6,3.0,0.0,6,2020,9572.264238095238
2020-02-07,North Side,Barfi,15.0,4815.0,February,6,4.0,Weekday,2.0,0.0,2,7,4.0,0.0,6,2020,5646.008765873016
2020-02-07,City Center,Barfi,27.0,7101.0,February,6,4.0,Weekday,0.0,0.0,2,7,4.0,0.0,6,2020,5646.008765873016
2020-02-07,Main Branch,Barfi,23.0,3772.0,February,6,4.0,Weekday,1.0,0.0,2,7,4.0,0.0,6,2020,5646.008765873016
2020-02-08,North Side,Barfi,46.0,15870.0,February,6,5.0,Weekend,2.0,0.0,2,8,5.0,1.0,6,2020,17696.205142857136
2020-02-08,City Center,Barfi,64.0,20224.0,February,6,5.0,Weekend,0.0,0.0,2,8,5.0,1.0,6,2020,17696.205142857136
2020-02-08,Main Branch,Barfi,89.0,17978.0,February,6,5.0,Weekend,1.0,0.0,2,8,5.0,1.0,6,2020,17696.205142857136
2020-02-09,City Center,Barfi,46.0,13754.0,February,6,6.0,Weekend,0.0,0.0,2,9,6.0,1.0,6,2020,11503.088190476192
2020-02-09,North Side,Barfi,57.0,8778.0,February,6,6.0,Weekend,2.0,0.0,2,9,6.0,1.0,6,2020,11503.088190476192
2020-02-09,Main Branch,Barfi,63.0,12789.0,February,6,6.0,Weekend,1.0,0.0,2,9,6.0,1.0,6,2020,11503.088190476192
2020-02-10,North Side,Barfi,35.0,7840.0,February,7,0.0,Weekday,2.0,0.0,2,10,0.0,0.0,7,2020,13237.691714285716
2020-02-10,City Center,Barfi,54.0,16632.0,February,7,0.0,Weekday,0.0,0.0,2,10,0.0,0.0,7,2020,13237.691714285716
2020-02-10,Main Branch,Barfi,54.0,16146.0,February,7,0.0,Weekday,1.0,0.0,2,10,0.0,0.0,7,2020,13237.691714285716
2020-02-11,City Center,Barfi,28.0,7420.0,February,7,1.0,Weekday,0.0,0.0,2,11,1.0,0.0,7,2020,7866.358222222222
2020-02-11,North Side,Barfi,32.0,10112.0,February,7,1.0,Weekday,2.0,0.0,2,11,1.0,0.0,7,2020,7866.358222222222
2020-02-11,Main Branch,Barfi,26.0,5772.0,February,7,1.0,Weekday,1.0,0.0,2,11,1.0,0.0,7,2020,7866.358222222222
2020-02-12,North Side,Barfi,49.0,10878.0,February,7,2.0,Weekday,2.0,0.0,2,12,2.0,0.0,7,2020,10516.533452380954
2020-02-12,City Center,Barfi,52.0,9880.0,February,7,2.0,Weekday,0.0,0.0,2,12,2.0,0.0,7,2020,10516.533452380954
2020-02-12,Main Branch,Barfi,44.0,10736.0,February,7,2.0,Weekday,1.0,0.0,2,12,2.0,0.0,7,2020,10516.533452380954
2020-02-13,North Side,Barfi,20.0,5340.0,February,7,3.0,Weekday,2.0,0.0,2,13,3.0,0.0,7,2020,6041.304666666664
2020-02-13,City Center,Barfi,32.0,9440.0,February,7,3.0,Weekday,0.0,0.0,2,13,3.0,0.0,7,2020,6041.304666666664
2020-02-13,Main Branch,Barfi,16.0,3104.0,February,7,3.0,Weekday,1.0,0.0,2,13,3.0,0.0,7,2020,6041.304666666664
2020-02-14,North Side,Barfi,22.0,6292.0,February,7,4.0,Weekday,2.0,0.0,2,14,4.0,0.0,7,2020,10130.57542857143
2020-02-14,City Center,Barfi,54.0,12042.0,February,7,4.0,Weekday,0.0,0.0,2,14,4.0,0.0,7,2020,10130.57542857143
2020-02-14,Main Branch,Barfi,51.0,10914.0,February,7,4.0,Weekday,1.0,0.0,2,14,4.0,0.0,7,2020,10130.57542857143
2020-02-15,North Side,Barfi,88.0,27192.0,February,7,5.0,Weekend,2.0,0.0,2,15,5.0,1.0,7,2020,19742.960488095236
2020-02-15,City Center,Barfi,64.0,18944.0,February,7,5.0,Weekend,0.0,0.0,2,15,5.0,1.0,7,2020,19742.960488095236
2020-02-15,Main Branch,Barfi,71.0,13987.0,February,7,5.0,Weekend,1.0,0.0,2,15,5.0,1.0,7,2020,19742.960488095236
2020-02-16,North Side,Barfi,63.0,17955.0,February,7,6.0,Weekend,2.0,0.0,2,16,6.0,1.0,7,2020,18198.894940476195
2020-02-16,City Center,Barfi,89.0,29904.0,February,7,6.0,Weekend,0.0,0.0,2,16,6.0,1.0,7,2020,18198.894940476195
2020-02-16,Main Branch,Barfi,47.0,7661.0,February,7,6.0,Weekend,1.0,0.0,2,16,6.0,1.0,7,2020,18198.894940476195
2020-02-17,North Side,Barfi,23.0,5221.0,February,8,0.0,Weekday,2.0,0.0,2,17,0.0,0.0,8,2020,7440.231416666665
2020-02-17,City Center,Barfi,15.0,2685.0,February,8,0.0,Weekday,0.0,0.0,2,17,0.0,0.0,8,2020,7440.231416666665
2020-02-17,Main Branch,Barfi,40.0,11720.0,February,8,0.0,Weekday,1.0,0.0,2,17,0.0,0.0,8,2020,7440.231416666665
2020-02-18,North Side,Barfi,22.0,4598.0,February,8,1.0,Weekday,2.0,0.0,2,18,1.0,0.0,8,2020,10698.427083333336
2020-02-18,City Center,Barfi,45.0,14085.0,February,8,1.0,Weekday,0.0,0.0,2,18,1.0,0.0,8,2020,10698.427083333336
2020-02-18,Main Branch,Barfi,51.0,13158.0,February,8,1.0,Weekday,1.0,0.0,2,18,1.0,0.0,8,2020,10698.427083333336
2020-02-19,North Side,Barfi,46.0,12374.0,February,8,2.0,Weekday,2.0,0.0,2,19,2.0,0.0,8,2020,12350.1675
2020-02-19,City Center,Barfi,53.0,16271.0,February,8,2.0,Weekday,0.0,0.0,2,19,2.0,0.0,8,2020,12350.1675
2020-02-19,Main Branch,Barfi,39.0,8892.0,February,8,2.0,Weekday,1.0,0.0,2,19,2.0,0.0,8,2020,12350.1675
2020-02-20,City Center,Barfi,18.0,3312.0,February,8,3.0,Weekday,0.0,0.0,2,20,3.0,0.0,8,2020,7600.014999999998
2020-02-20,North Side,Barfi,46.0,12788.0,February,8,3.0,Weekday,2.0,0.0,2,20,3.0,0.0,8,2020,7600.014999999998
2020-02-20,Main Branch,Barfi,30.0,6600.0,February,8,3.0,Weekday,1.0,0.0,2,20,3.0,0.0,8,2020,7600.014999999998
2020-02-21,North Side,Barfi,37.0,11100.0,February,8,4.0,Weekday,2.0,0.0,2,21,4.0,0.0,8,2020,10866.103238095237
2020-02-21,City Center,Barfi,44.0,11616.0,February,8,4.0,Weekday,0.0,0.0,2,21,4.0,0.0,8,2020,10866.103238095237
2020-02-21,Main Branch,Barfi,41.0,9512.0,February,8,4.0,Weekday,1.0,0.0,2,21,4.0,0.0,8,2020,10866.103238095237
2020-02-22,North Side,Barfi,71.0,18247.0,February,8,5.0,Weekend,2.0,0.0,2,22,5.0,1.0,8,2020,15424.743809523807
2020-02-22,City Center,Barfi,79.0,19671.0,February,8,5.0,Weekend,0.0,0.0,2,22,5.0,1.0,8,2020,15424.743809523807
2020-02-22,Main Branch,Barfi,56.0,9296.0,February,8,5.0,Weekend,1.0,0.0,2,22,5.0,1.0,8,2020,15424.743809523807
2020-02-23,North Side,Barfi,66.0,17292.0,February,8,6.0,Weekend,2.0,0.0,2,23,6.0,1.0,8,2020,18877.635142857147
2020-02-23,City Center,Barfi,85.0,19125.0,February,8,6.0,Weekend,0.0,0.0,2,23,6.0,1.0,8,2020,18877.635142857147
2020-02-23,Main Branch,Barfi,82.0,21894.0,February,8,6.0,Weekend,1.0,0.0,2,23,6.0,1.0,8,2020,18877.635142857147
2020-02-24,North Side,Barfi,29.0,9976.0,February,9,0.0,Weekday,2.0,0.0,2,24,0.0,0.0,9,2020,11890.766142857143
2020-02-24,City Center,Barfi,38.0,12958.0,February,9,0.0,Weekday,0.0,0.0,2,24,0.0,0.0,9,2020,11890.766142857143
2020-02-24,Main Branch,Barfi,38.0,12274.0,February,9,0.0,Weekday,1.0,0.0,2,24,0.0,0.0,9,2020,11890.766142857143
2020-02-25,North Side,Barfi,41.0,13284.0,February,9,1.0,Weekday,2.0,0.0,2,25,1.0,0.0,9,2020,10666.989785714286
2020-02-25,City Center,Barfi,53.0,9222.0,February,9,1.0,Weekday,0.0,0.0,2,25,1.0,0.0,9,2020,10666.989785714286
2020-02-25,Main Branch,Barfi,41.0,8856.0,February,9,1.0,Weekday,1.0,0.0,2,25,1.0,0.0,9,2020,10666.989785714286
2020-02-26,North Side,Barfi,41.0,8077.0,February,9,2.0,Weekday,2.0,0.0,2,26,2.0,0.0,9,2020,6750.144285714286
2020-02-26,City Center,Barfi,25.0,6875.0,February,9,2.0,Weekday,0.0,0.0,2,26,2.0,0.0,9,2020,6750.144285714286
2020-02-26,Main Branch,Barfi,15.0,4995.0,February,9,2.0,Weekday,1.0,0.0,2,26,2.0,0.0,9,2020,6750.144285714286
2020-02-27,North Side,Barfi,53.0,10653.0,February,9,3.0,Weekday,2.0,0.0,2,27,3.0,0.0,9,2020,13754.848702380948
2020-02-27,City Center,Barfi,40.0,13640.0,February,9,3.0,Weekday,0.0,0.0,2,27,3.0,0.0,9,2020,13754.848702380948
2020-02-27,Main Branch,Barfi,53.0,17543.0,February,9,3.0,Weekday,1.0,0.0,2,27,3.0,0.0,9,2020,13754.848702380948
2020-02-28,City Center,Barfi,26.0,6422.0,February,9,4.0,Weekday,0.0,0.0,2,28,4.0,0.0,9,2020,9383.727424242425
2020-02-28,North Side,Barfi,49.0,12348.0,February,9,4.0,Weekday,2.0,0.0,2,28,4.0,0.0,9,2020,9383.727424242425
2020-02-28,Main Branch,Barfi,42.0,7854.0,February,9,4.0,Weekday,1.0,0.0,2,28,4.0,0.0,9,2020,9383.727424242425
2020-02-29,North Side,Barfi,40.0,9240.0,February,9,5.0,Weekend,2.0,0.0,2,29,5.0,1.0,9,2020,13358.385
2020-02-29,City Center,Barfi,60.0,17700.0,February,9,5.0,Weekend,0.0,0.0,2,29,5.0,1.0,9,2020,13358.385
2020-02-29,Main Branch,Barfi,54.0,13554.0,February,9,5.0,Weekend,1.0,0.0,2,29,5.0,1.0,9,2020,13358.385
2020-03-01,North Side,Barfi,72.0,11664.0,March,9,6.0,Weekend,2.0,0.0,3,1,6.0,1.0,9,2020,11281.816214285716
2020-03-01,City Center,Barfi,62.0,9300.0,March,9,6.0,Weekend,0.0,0.0,3,1,6.0,1.0,9,2020,11281.816214285716
2020-03-01,Main Branch,Barfi,48.0,13296.0,March,9,6.0,Weekend,1.0,0.0,3,1,6.0,1.0,9,2020,11281.816214285716
2020-03-02,North Side,Barfi,42.0,13146.0,March,10,0.0,Weekday,2.0,0.0,3,2,0.0,0.0,10,2020,9987.310142857144
2020-03-02,City Center,Barfi,39.0,6669.0,March,10,0.0,Weekday,0.0,0.0,3,2,0.0,0.0,10,2020,9987.310142857144
2020-03-02,Main Branch,Barfi,35.0,9100.0,March,10,0.0,Weekday,1.0,0.0,3,2,0.0,0.0,10,2020,9987.310142857144
2020-03-03,City Center,Barfi,37.0,7326.0,March,10,1.0,Weekday,0.0,0.0,3,3,1.0,0.0,10,2020,6761.767380952382
2020-03-03,North Side,Barfi,32.0,6464.0,March,10,1.0,Weekday,2.0,0.0,3,3,1.0,0.0,10,2020,6761.767380952382
2020-03-03,Main Branch,Barfi,24.0,6384.0,March,10,1.0,Weekday,1.0,0.0,3,3,1.0,0.0,10,2020,6761.767380952382
2020-03-04,North Side,Barfi,31.0,10354.0,March,10,2.0,Weekday,2.0,0.0,3,4,2.0,0.0,10,2020,8661.310908730156
2020-03-04,City Center,Barfi,17.0,3519.0,March,10,2.0,Weekday,0.0,0.0,3,4,2.0,0.0,10,2020,8661.310908730156
2020-03-04,Main Branch,Barfi,52.0,12428.0,March,10,2.0,Weekday,1.0,0.0,3,4,2.0,0.0,10,2020,8661.310908730156
2020-03-05,City Center,Barfi,19.0,5035.0,March,10,3.0,Weekday,0.0,0.0,3,5,3.0,0.0,10,2020,8640.499333333333
